701,613
580,300
428,326
623,180
585,398
94,106
659,60
531,16
214,75
716,487
750,672
618,476
603,367
348,108
262,648
504,745
162,184
165,650
274,364
788,546
258,213
117,240
652,572
774,613
33,221
17,792
261,330
550,517
10,370
422,237
399,589
187,440
442,209
151,50
702,585
42,429
186,338
124,144
153,550
589,554
629,680
94,606
547,771
754,299
573,169
688,46
606,309
762,334
414,582
55,585
698,252
416,712
595,511
134,628
713,225
90,609
791,308
243,364
467,325
693,630
101,110
469,295
389,691
402,142
119,607
644,438
351,293
421,787
79,14
529,753
537,102
342,75
131,364
34,323
709,701
225,176
225,224
612,115
756,490
366,125
433,60
127,301
785,753
359,86
369,287
105,14
266,523
772,105
298,99
431,485
465,391
679,567
147,667
105,700
127,525
646,390
381,272
525,577
585,628
208,331
512,592
557,135
647,775
62,725
67,340
241,33
779,767
200,221
665,470
683,435
472,420
287,262
340,40
436,57
517,538
76,453
265,517
335,123
57,395
620,723
621,373
100,370
425,561
97,789
353,452
173,791
621,718
679,169
656,376
573,192
105,525
253,429
41,566
76,179
743,656
464,652
96,544
174,204
268,43
23,371
37,97
120,342
57,373
175,548
6,182
729,637
92,22
257,509
128,431
320,30
328,191
690,628
780,758
106,56
608,252
10,75
95,784
444,98
532,258
222,190
477,302
8,106
702,726
611,299
267,395
101,455
467,398
439,760
724,14
575,364
428,645
354,410
263,549
144,661
460,709
606,18
600,403
381,709
80,606
147,300
62,407
583,640
387,662
105,583
465,239
551,180
10,582
265,84
36,773
784,187
538,347
494,55
89,393
695,255
232,415
430,480
587,179
441,20
314,21
419,499
652,157
626,218
22,243
113,571
530,674
376,229
462,332
656,274
467,214
413,777
137,570
278,312
682,420
591,640
417,414
28,690
742,525
259,598
474,559
170,465
128,261
129,447
145,253
496,472
550,234
762,208
385,459
145,492
769,181
358,183
221,26
35,295
438,495
100,254
309,192
549,354
254,440
116,389
693,92
659,742
727,690
269,59
784,204
406,545
795,21
447,396
535,187
360,502
359,637
373,283
588,90
51,501
616,225
92,649
683,299
587,135
42,441
746,74
612,239
184,110
229,481
185,745
630,788
101,255
210,435
1,691
674,509
220,8
141,794
774,726
557,4
625,536
14,122
152,242
215,28
797,345
70,662
85,169
130,483
587,252
494,732
778,408
777,618
365,491
506,69
192,359
683,269
12,244
25,222
247,370
334,462
322,220
643,687
793,618
306,383
501,139
90,275
629,648
736,797
357,456
249,187
572,653
449,631
139,367
284,250
429,42
82,393
400,389
727,297
731,474
379,404
272,427
645,25
515,663
510,618
198,360
441,222
209,783
344,799
428,421
584,487
644,596
45,416
79,379
677,267
650,441
401,613
737,258
717,237
534,497
304,36
254,393
509,542
75,228
91,547
373,211
349,413
205,695
724,558
649,235
203,30
86,552
530,304
274,162
74,342
228,171
388,326
480,790
587,703
552,236
745,529
501,14
61,425
549,100
131,266
386,48
747,513
64,103
160,394
484,331
320,696
70,204
395,283
413,250
703,576
530,501
274,689
672,212
509,589
460,227
491,549
149,481
49,747
396,525
464,753
11,731
616,98
646,216
238,67
500,503
22,536
746,584
669,666
692,756
161,295
639,742
455,361
163,395
230,363
337,96
742,263
769,461
124,416
451,352
157,138
406,682
519,770
376,791
524,332
332,607
537,319
469,646
735,653
25,374
726,524
627,746
211,798
754,770
675,231
779,123
599,34
637,337
612,56
36,80
155,3
241,295
176,226
563,733
787,696
68,453
368,297
316,154
488,563
573,709
655,357
284,680
477,4
69,195
344,16
103,364
330,748
498,752
291,738
166,791
14,495
626,364
432,218
591,684
677,99
72,535
63,224
682,22
556,603
652,481
613,371
688,669
649,66
628,102
686,500
708,789
478,7
400,81
158,403
369,432
308,700
282,369
168,713
655,242
623,114
197,274
9,233
318,415
79,168
493,716
509,491
103,584
654,302
687,698
671,201
429,533
759,146
578,750
460,663
432,795
556,303
171,736
756,325
475,461
75,720
681,530
323,707
202,13
132,763
647,506
520,7
477,525
180,65
649,783
561,217
600,423
206,448
689,108
477,88
443,389
78,549
149,22
23,362
619,381
163,260
236,554
453,590
52,618
25,415
591,135
185,54
493,684
336,425
751,473
746,396
204,447
590,108
662,339
573,220
27,718
652,224
350,228
424,215
13,789
180,166
717,328
78,180
721,600
448,597
146,639
230,78
244,280
266,413
97,280
286,497
743,436
365,647
518,353
116,709
576,81
617,29
625,310
529,591
605,100
264,174
258,501
210,41
0,613
653,602
51,119
31,104
382,402
460,501
91,556
795,80
166,384
601,796
256,406
226,574
329,432
354,400
259,548
541,262
559,664
503,262
4,629
282,395
364,146
682,787
6,375
234,538
203,269
554,141
168,572
671,59
658,62
666,277
71,433
329,343
491,73
186,329
344,773
352,427
466,36
333,363
622,733
660,767
295,609
761,381
732,72
284,206
273,95
501,385
328,403
303,436
256,696
732,351
473,202
507,212
649,215
526,444
362,359
273,118
192,449
592,624
187,397
224,352
247,653
579,749
414,270
33,694
64,230
154,581
44,662
271,755
526,208
303,396
499,233
276,646
72,569
31,342
63,632
691,709
580,117
641,502
77,791
165,638
590,340
589,395
608,375
385,348
488,542
179,224
28,729
712,242
130,62
628,727
39,515
517,257
482,13
543,697
289,538
48,788
386,81
212,452
730,368
771,26
28,324
10,247
43,633
93,38
650,426
404,491
28,33
174,325
587,614
504,600
711,50
135,237
570,285
462,511
137,514
359,190
229,592
459,106
8,2
166,571
688,65
750,256
761,503
747,448
468,52
613,691
210,698
579,602
323,61
41,425
172,306
636,442
653,452
399,755
765,702
574,248
628,707
339,501
423,551
354,468
451,169
263,388
589,628
421,307
545,506
614,348
219,182
603,329
246,497
696,268
124,451
123,514
618,720
152,493
521,402
588,74
751,629
700,604
17,81
772,546
365,348
201,36
495,451
702,272
654,335
182,592
771,401
365,718
209,318
554,782
84,64
156,287
92,266
122,753
510,436
180,398
750,776
386,305
345,235
614,270
177,676
187,480
98,743
738,515
390,723
143,341
772,483
294,633
796,189
518,72
60,503
396,80
502,225
290,731
70,315
339,388
795,471
755,122
85,96
402,457
354,792
340,363
262,400
304,597
6,560
213,626
240,597
726,469
188,599
173,81
412,117
93,284
336,510
235,741
638,622
773,512
725,799
66,742
491,29
458,749
6,308
589,198
621,225
125,442
197,554
495,383
663,623
727,610
239,512
3,225
86,566
594,719
700,314
596,166
549,527
495,90
468,122
641,274
490,340
600,659
376,81
721,317
463,633
563,213
591,249
633,240
763,631
512,239
46,679
708,552
680,396
61,542
161,518
367,687
60,227
315,518
473,357
585,576
614,685
284,223
688,157
490,481
210,541
677,342
671,220
104,279
261,24
777,314
473,678
85,327
419,665
735,221
481,422
294,747
49,605
547,57
369,715
690,275
732,768
782,730
579,67
672,577
467,767
701,569
596,209
317,420
133,159
89,207
205,505
44,305
318,532
566,82
208,703
733,331
535,601
185,280
406,138
728,65
697,309
592,135
93,140
689,600
717,705
797,215
87,443
586,779
410,721
323,13
11,112
136,628
49,16
105,448
245,563
774,657
120,564
472,284
19,363
714,299
95,674
467,83
712,172
246,236
292,556
503,710
661,217
713,505
156,614
12,683
79,577
252,589
347,496
126,252
355,83
388,528
541,718
178,218
67,80
749,80
331,121
25,158
543,16
148,132
602,693
157,235
260,383
601,5
283,693
773,411
391,548
430,25
203,431
668,168
172,621
46,584
773,659
666,292
59,4
653,788
289,244
680,493
145,42
523,173
408,3
153,251
291,574
142,66
281,49
16,101
329,536
791,472
763,793
309,693
172,139
748,3
738,370
284,184
449,741
543,104
605,163
378,604
184,86
727,591
581,313
725,565
499,656
398,316
347,538
393,281
465,434
738,184
279,508
695,46
152,135
64,364
265,409
538,136
352,210
402,691
631,782
24,96
435,527
451,424
271,285
128,185
58,25
496,583
733,716
90,241
297,202
403,531
63,705
773,574
239,99
127,385
511,252
378,504
4,743
544,87
88,765
3,602
84,638
393,13
326,52
574,214
761,36
596,612
618,596
398,767
752,335
245,728
423,633
301,236
476,117
636,303
369,422
240,121
421,645
384,232
759,207
663,728
4,470
534,788
432,434
17,363
226,798
579,138
33,413
379,687
70,477
733,57
535,767
649,321
316,210
702,228
658,779
738,577
688,742
17,253
330,158
704,510
653,650
130,574
172,655
715,362
86,789
333,396
747,115
575,525
241,719
682,739
70,9
315,577
378,414
731,612
271,732
212,551
650,785
207,275
310,401
48,755
270,522
649,424
637,416
326,379
64,344
73,191
82,357
137,678
679,601
283,720
754,723
396,281
514,651
621,698
7,80
27,188
792,335
394,724
411,393
394,210
20,772
545,235
459,707
296,437
792,691
569,692
189,191
735,351
160,775
370,350
65,344
290,151
510,518
570,252
640,58
104,436
150,371
139,318
407,310
141,696
644,323
130,114
75,788
159,643
8,360
703,486
275,27
726,224
794,730
401,421
334,571
227,124
654,409
379,473
397,381
339,385
456,626
763,172
641,211
19,166
63,258
299,38
629,696
309,347
141,199
162,30
40,407
65,679
660,184
643,681
489,550
503,53
395,766
400,601
61,720
128,612
308,667
136,675
574,251
437,671
645,231
460,759
451,5
700,17
493,48
558,208
519,762
354,247
237,238
399,737
270,501
38,295
417,65
32,393
328,784
713,11
250,564
391,84
185,595
41,380
723,789
147,176
142,746
404,615
218,535
534,148
784,738
396,270
769,50
1,203
293,477
130,601
55,276
449,699
289,239
201,710
438,757
302,799
201,446
217,503
52,643
550,458
722,276
396,553
718,619
646,15
676,759
568,573
12,456
721,502
630,580
145,56
599,431
187,77
388,373
659,45
668,472
706,41
218,78
694,14
372,105
239,544
317,452
696,722
752,584
19,58
225,539
150,58
636,255
322,232
730,438
142,768
50,476
273,274
19,132
303,236
442,447
494,568
48,228
335,467
504,379
246,281
304,790
427,619
338,167
696,539
130,695
431,411
442,270
715,175
504,520
36,777
537,337
639,659
266,494
454,629
787,749
578,176
382,137
28,235
216,266
670,266
499,596
337,148
767,558
744,496
402,615
150,383
9,377
139,40
301,521
283,29
159,495
770,498
567,584
92,635
114,348
357,333
532,155
394,9
659,578
150,156
344,735
57,794
694,13
427,489
768,354
786,174
31,115
90,216
283,742
100,476
62,582
477,474
237,637
526,447
277,326
310,212
587,238
369,293
29,722
414,578
599,75
799,557
689,400
23,694
200,748
269,165
501,239
379,157
722,533
467,194
199,288
311,753
166,597
629,368
132,767
155,315
6,712
497,704
691,701
136,694
91,263
411,434
390,634
428,430
141,733
195,226
639,188
423,211
264,14
23,297
260,563
128,573
601,678
430,377
17,185
257,7
554,726
482,774
701,369
31,290
435,573
660,573
347,496
512,468
789,511
268,245
514,379
57,531
60,209
595,467
419,62
634,780
532,381
27,606
47,583
61,716
253,678
229,283
464,332
261,130
682,234
297,403
73,201
290,356
66,765
393,320
434,134
653,140
380,511
787,732
157,174
416,505
745,223
411,261
245,385
447,657
450,14
783,77
710,167
236,482
177,540
143,471
695,415
652,23
505,597
1,536
509,198
301,687
292,512
660,81
18,315
331,497
701,635
413,752
58,700
668,186
606,505
616,740
639,314
350,656
616,591
293,490
252,6
276,622
574,579
116,266
297,792
81,368
617,0
377,735
561,752
62,221
477,318
362,399
740,291
227,672
405,134
413,219
126,157
96,46
387,737
322,339
44,97
419,488
175,540
92,311
396,495
721,160
292,548
44,206
417,681
196,668
177,781
392,500
400,83
57,229
249,623
649,377
605,371
0,492
102,256
508,142
235,796
399,568
762,205
608,103
108,325
424,763
475,457
232,700
675,44
60,654
170,736
737,125
332,63
334,552
513,579
540,352
594,601
52,329
420,456
740,318
315,562
342,463
635,45
208,748
307,775
85,351
14,637
511,198
62,720
488,405
313,677
583,255
83,776
555,22
469,69
146,770
684,465
222,404
173,708
325,589
411,361
549,547
247,501
144,262
270,312
338,216
749,195
94,451
599,779
137,428
686,466
11,285
322,261
516,351
516,651
357,756
199,476
642,119
603,81
359,50
652,444
407,56
232,681
11,501
189,761
21,713
354,581
158,452
358,638
119,127
172,187
465,225
419,738
26,362
511,138
750,337
513,660
604,309
717,787
697,703
728,477
106,91
136,739
86,523
205,495
264,595
204,395
680,206
13,212
444,635
604,706
755,611
575,474
331,358
508,313
633,241
457,413
188,104
317,509
753,747
392,293
85,1
157,452
711,185
628,278
682,624
477,25
711,67
656,13
666,380
327,9
382,64
572,249
735,72
465,798
29,778
506,516
463,632
542,208
775,514
185,285
92,540
572,235
212,558
267,459
647,145
1,556
293,752
139,203
89,600
358,253
348,604
231,562
405,125
654,651
184,769
722,359
311,540
459,151
473,371
780,166
518,502
399,26
190,440
2,55
488,43
217,24
530,195
349,743
334,44
356,80
208,520
615,303
485,780
454,466
200,461
83,53
475,55
650,61
88,715
325,457
664,623
162,431
509,430
220,326
255,36
199,295
270,169
15,769
204,248
608,766
3,768
324,101
216,122
679,651
680,582
797,177
231,773
668,286
764,61
788,790
637,161
247,677
316,83
83,543
664,229
172,637
383,188
66,726
764,7
720,548
716,552
752,470
615,629
350,513
489,221
70,250
57,326
386,557
510,165
193,633
783,436
181,210
499,793
138,312
306,278
451,5
785,521
679,416
117,534
57,755
152,352
0,115
285,667
677,593
158,541
539,260
776,710
30,700
123,364
93,13
783,312
396,482
92,657
797,27
78,51
336,784
480,35
522,601
196,602
367,777
75,617
533,134
797,11
104,465
425,348
442,245
549,202
591,294
118,1
335,236
352,708
2,483
482,75
14,555
509,445
558,522
298,409
643,499
385,100
310,759
327,598
214,100
141,325
96,210
21,89
147,587
33,360
537,133
111,620
145,588
302,491
743,727
667,760
186,292
403,103
243,462
388,433
790,628
124,615
234,327
60,502
775,624
753,277
485,753
166,558
495,29
708,39
113,673
705,591
37,516
359,196
364,217
596,306
78,277
365,685
50,258
556,534
281,787
46,39
368,135
549,461
159,571
609,735
583,484
77,592
554,748
229,427
307,680
345,518
220,225
120,701
794,76
294,441
536,697
135,244
23,133
345,640
715,740
781,606
630,190
16,343
232,648
729,370
682,94
237,93
208,89
561,466
84,720
434,695
765,778
53,353
107,137
481,458
506,89
667,447
687,246
571,354
94,793
546,138
523,185
637,19
35,94
235,732
461,426
469,716
362,793
102,495
582,28
373,85
391,240
172,206
667,734
723,479
463,731
212,563
43,507
740,6
333,26
161,770
340,292
34,624
163,640
240,117
26,526
759,34
600,307
389,379
604,743
586,288
445,44
420,736
60,520
109,642
182,271
596,283
775,36
606,424
308,469
205,272
202,294
528,788
333,37
538,367
415,700
737,123
63,712
702,368
713,794
549,296
525,107
61,106
121,429
407,606
349,570
333,585
210,266
543,413
70,14
199,604
661,158
63,263
464,121
245,729
37,583
706,341
411,244
179,104
545,386
352,14
331,94
45,430
716,336
319,21
594,382
327,562
263,191
306,129
412,545
420,594
370,613
531,795
743,704
471,668
436,584
70,454
678,562
704,387
628,43
187,754
166,451
651,553
44,747
687,40
390,199
770,399
174,797
646,680
745,390
354,556
7,658
84,414
612,146
31,589
272,651
568,793
757,169
458,267
623,47
531,560
175,567
412,407
798,389
370,145
49,81
472,551
730,655
179,301
314,233
567,523
181,559
228,315
274,482
339,788
688,277
154,774
714,366
775,384
444,673
671,574
263,598
549,688
307,455
407,387
449,139
177,336
559,687
608,437
495,359
80,120
696,388
468,775
608,634
470,744
210,346
316,666
104,472
533,61
776,246
390,267
758,689
715,434
299,92
592,31
285,394
282,238
67,460
733,269
230,288
419,577
703,139
163,109
344,290
159,392
200,615
639,549
340,467
494,751
455,369
421,402
145,556
335,611
59,578
773,650
696,788
719,490
701,168
75,255
47,409
531,238
594,48
556,694
741,280
54,426
41,743
345,344
271,79
793,422
456,620
689,323
420,25
466,631
479,746
145,452
309,198
427,293
459,643
537,653
475,531
278,185
275,387
503,146
396,572
770,42
519,394
235,504
790,284
736,476
765,216
758,566
476,192
663,727
55,110
142,326
180,616
401,261
554,317
565,501
357,354
114,301
30,690
553,343
107,319
742,611
352,126
38,229
736,284
417,402
690,748
685,143
439,395
357,548
378,150
86,87
576,208
642,85
190,686
514,759
81,650
400,732
760,174
223,539
474,76
758,326
400,90
770,787
369,42
109,339
607,337
503,386
241,268
479,616
174,368
265,739
360,459
100,522
16,668
515,385
18,552
146,80
751,652
296,193
763,780
146,344
460,166
119,131
124,681
223,681
477,551
436,389
400,317
63,678
432,210
255,103
648,567
461,781
381,337
20,181
625,755
352,176
410,528
489,396
192,494
599,388
129,518
125,261
439,263
510,200
522,205
761,305
613,612
361,608
62,223
674,762
682,743
99,432
356,530
515,598
364,131
525,257
36,346
4,160
437,291
453,423
648,509
752,293
423,122
738,353
620,422
538,444
429,490
658,547
742,656
774,702
320,432
723,606
754,425
388,574
713,76
242,365
369,188
143,553
28,159
424,265
683,312
184,437
643,102
102,791
178,532
66,573
305,568
60,384
780,694
639,142
61,307
706,503
356,361
111,410
660,762
790,307
480,292
541,149
179,624
739,355
131,364
294,175
640,111
705,727
689,18
375,294
535,102
141,605
774,337
276,240
183,524
579,219
487,346
678,111
568,330
701,516
596,797
386,538
786,16
369,72
475,529
367,55
296,765
651,712
623,130
699,408
105,360
599,59
512,25
0,653
250,563
741,409
647,354
621,736
678,752
117,314
372,12
538,217
477,592
344,419
480,66
708,337
89,579
279,497
517,313
447,649
49,772
638,261
586,31
39,771
108,437
796,725
143,639
212,337
294,578
657,283
375,737
3,523
87,458
517,147
373,370
588,181
226,291
214,100
710,140
30,23
515,242
670,596
759,79
235,147
379,236
380,208
138,213
165,619
110,740
609,669
666,224
80,707
714,330
40,755
563,781
8,155
358,680
605,713
46,664
439,150
621,486
641,182
695,50
657,72
490,601
748,396
748,189
674,611
382,629
104,46
258,336
794,148
273,270
199,779
601,273
57,696
765,452
410,224
451,444
754,567
365,455
42,318
751,290
774,352
498,775
755,133
595,515
450,482
73,19
89,190
202,500
621,641
395,45
232,436
660,258
652,545
377,738
300,250
619,121
20,557
54,530
737,442
181,27
78,671
659,634
3,23
779,115
600,534
256,32
317,430
135,339
190,121
319,86
783,735
324,450
135,468
656,473
332,345
567,291
789,503
582,270
177,87
684,368
201,218
676,378
425,171
580,357
321,506
306,151
739,544
698,720
158,338
461,155
519,580
279,286
247,651
30,687
248,198
56,603
123,33
519,783
532,635
604,351
292,699
117,767
601,601
736,461
391,337
15,265
244,576
369,129
606,55
481,431
163,23
493,543
359,142
779,648
315,354
67,714
368,142
105,358
208,769
684,313
108,88
432,503
375,39
24,378
410,219
633,509
118,16
556,24
602,411
509,784
333,86
214,241
518,316
285,342
212,478
502,668
593,750
769,55
513,509
491,351
414,781
779,676
417,475
94,256
267,427
623,11
415,65
369,389
711,54
193,758
523,297
414,511
438,105
608,263
609,203
764,144
541,660
473,76
591,507
82,583
108,530
536,449
725,110
787,119
419,424
230,383
103,733
219,738
442,590
230,49
316,566
383,57
771,515
778,464
50,631
123,380
205,676
747,379
164,425
450,296
204,458
501,131
42,295
344,348
116,606
429,756
465,373
368,713
707,523
265,192
708,470
545,275
583,383
93,690
549,24
122,563
583,96
407,553
774,276
523,338
313,717
472,536
445,272
140,349
393,795
610,659
69,786
112,576
395,147
672,223
561,54
430,330
535,439
362,624
418,136
711,689
404,514
552,429
408,139
784,37
534,395
556,107
547,131
99,50
235,352
549,17
141,421
347,794
318,774
55,101
646,245
528,453
400,570
177,434
131,589
742,227
537,605
384,245
592,623
374,796
334,80
320,319
162,4
260,181
399,352
189,10
693,81
170,672
709,745
797,156
266,204
208,490
487,662
631,547
110,142
739,726
111,788
28,647
549,339
493,141
62,297
724,105
12,299
614,242
118,202
724,427
394,92
258,392
249,187
483,796
230,30
190,425
325,748
630,532
183,135
256,793
429,158
175,292
760,66
713,0
605,640
97,116
456,526
686,492
684,595
537,376
562,756
172,62
608,353
761,294
251,69
345,446
425,388
356,25
797,139
203,739
278,249
410,531
118,621
486,462
703,164
112,250
524,96
515,435
323,727
201,646
407,415
120,780
195,374
329,89
414,699
506,79
636,18
470,360
466,194
742,461
544,791
112,234
513,559
312,7
31,795
80,101
70,555
220,297
308,178
453,569
416,782
131,731
508,666
125,484
82,590
200,101
657,487
382,223
372,438
176,202
639,437
623,620
412,726
704,697
231,651
570,411
29,201
345,164
562,377
527,90
492,707
327,421
571,137
324,760
307,337
34,673
35,634
727,597
481,740
553,590
601,557
485,656
236,371
28,797
212,526
32,488
436,592
656,541
518,268
789,752
143,647
799,429
634,741
69,298
334,608
78,102
468,406
200,594
119,338
202,42
166,127
480,435
425,500
140,553
601,271
789,553
346,351
547,399
221,294
441,336
460,623
417,509
303,348
373,261
223,81
431,409
391,3
493,194
597,429
774,574
508,660
69,603
711,640
352,541
588,154
491,87
634,341
520,93
138,775
525,113
44,788
696,723
433,352
492,105
246,699
674,249
738,346
96,50
172,376
691,21
746,63
753,428
642,741
192,664
285,427
95,130
148,23
483,503
363,513
293,213
457,638
587,356
3,702
164,197
780,796
255,795
584,578
751,629
56,643
640,757
306,242
165,422
750,438
753,743
435,486
683,526
278,166
650,302
623,215
104,623
230,407
774,645
729,654
85,296
312,432
190,324
579,592
326,294
444,634
621,124
240,386
157,737
311,17
287,510
520,543
13,63
41,343
54,170
275,344
538,179
683,720
754,286
600,568
612,411
494,390
587,325
795,263
794,424
65,628
30,372
82,637
344,98
184,542
732,568
313,415
289,539
703,76
65,477
769,464
78,280
490,656
357,519
484,687
766,93
650,487
264,171
620,569
309,133
707,189
660,440
740,90
154,552
276,488
600,4
285,773
185,54
360,586
526,15
429,321
771,144
2,97
290,558
94,373
470,659
379,363
501,526
422,798
731,213
471,267
340,239
395,670
753,364
163,546
68,547
183,460
21,250
158,229
486,648
423,120
84,196
221,196
663,781
548,486
671,593
731,435
713,311
323,290
364,1
584,635
253,613
550,127
460,744
526,67
310,766
238,376
508,281
784,726
288,249
153,660
517,417
302,668
783,145
119,615
484,330
323,228
188,786
793,538
131,144
752,614
540,258
694,225
480,700
346,535
647,238
401,84
454,35
620,57
153,529
738,661
546,165
516,422
322,578
498,441
587,385
480,132
349,257
462,468
203,706
736,71
121,746
685,203
676,107
325,241
220,295
645,143
314,64
158,494
481,759
492,696
343,155
692,49
452,268
609,55
457,175
751,707
175,232
251,393
255,236
337,5
80,630
215,109
543,328
155,672
554,633
291,218
678,8
726,763
70,263
477,722
547,628
529,97
348,242
97,518
614,782
689,72
105,205
758,447
86,139
390,671
43,358
696,515
204,234
564,462
783,505
399,197
255,344
536,760
276,614
237,143
318,402
717,345
241,422
791,511
666,46
707,602
18,670
667,127
252,798
178,720
309,554
40,168
239,183
27,611
438,667
261,617
793,350
64,163
598,782
682,518
235,676
210,2
350,183
279,676
374,43
773,679
605,601
775,576
692,594
327,621
682,52
19,403
38,73
122,323
253,4
654,767
639,20
320,102
23,239
358,665
55,450
533,398
145,11
380,773
485,612
686,614
77,460
531,641
494,113
452,460
319,249
610,164
83,294
797,546
423,466
454,138
650,51
787,176
205,119
354,233
655,272
28,236
162,167
552,35
794,241
30,209
88,196
745,363
732,612
616,656
791,616
412,663
112,747
64,442
621,286
636,217
48,628
619,221
661,464
564,60
371,466
236,321
717,406
575,257
458,353
184,330
380,18
366,722
140,442
211,786
560,719
382,342
773,113
589,738
671,296
662,491
153,248
214,262
717,595
228,793
462,687
347,749
310,95
198,347
88,530
423,0
124,69
10,395
692,10
108,105
269,167
603,518
251,693
212,366
226,138
392,761
421,160
686,705
662,366
348,337
387,703
573,313
308,572
78,134
231,777
363,264
204,392
495,6
326,685
620,78
522,427
473,612
155,427
558,348
368,368
140,698
415,49
472,723
634,412
42,651
374,468
719,746
417,667
420,312
676,749
236,786
366,549
754,423
634,686
112,515
334,536
382,85
166,790
146,241
442,131
263,92
555,655
211,164
98,38
669,525
698,94
429,266
583,729
472,85
455,105
92,58
238,234
597,796
232,658
414,40
696,158
770,461
152,79
785,29
557,387
278,705
343,151
644,741
466,174
720,773
675,688
723,312
581,445
276,462
641,424
170,230
333,691
308,120
431,374
749,231
741,273
130,358
409,635
315,390
481,574
249,201
777,735
739,704
644,595
369,799
604,330
661,408
350,349
383,452
505,257
586,11
98,412
790,183
238,785
91,58
535,14
370,275
35,36
64,711
369,257
296,37
504,302
293,133
387,87
42,138
708,317
380,259
760,587
406,398
636,392
256,341
52,24
94,489
746,330
630,488
652,796
592,458
410,472
232,481
224,551
166,5
109,133
704,271
783,309
678,759
491,116
330,108
296,521
334,774
789,356
206,95
473,530
81,784
555,217
308,29
175,283
506,508
453,302
157,201
78,11
182,10
497,103
46,740
649,655
125,157
0,351
744,176
607,393
98,549
691,644
334,745
636,694
415,444
384,464
129,384
692,442
153,87
619,228
20,395
740,163
577,713
767,117
498,420
581,243
126,267
165,42
564,128
266,49
607,250
45,726
526,67
341,741
755,300
591,31
426,750
259,28
185,531
602,564
240,355
730,316
413,774
166,780
659,463
706,363
98,0
530,715
610,565
702,516
704,274
482,761
175,370
348,191
529,785
373,713
200,128
321,240
798,94
795,44
696,676
198,288
155,260
378,356
253,673
627,9
28,34
30,682
447,573
83,743
364,302
276,452
747,300
533,587
783,404
303,136
687,370
657,515
345,15
757,730
42,35
75,529
28,284
561,636
201,215
556,332
229,591
478,793
155,584
256,368
425,592
296,640
33,752
531,748
565,368
330,407
275,198
495,616
302,293
729,651
411,495
755,197
204,435
654,420
654,796
381,672
702,231
646,278
540,406
181,174
280,669
745,554
688,689
142,186
617,702
61,705
49,142
662,799
780,394
514,379
357,768
599,513
201,275
766,192
216,689
217,596
653,83
1,700
113,586
330,92
209,287
388,441
299,201
448,350
297,53
709,302
19,517
613,94
687,115
109,648
621,55
141,176
178,427
258,241
70,468
263,327
93,522
544,742
84,730
435,90
42,333
